"Carbon dioxide emissions, per capita (tonnes)"
"41","Qatar","35.9","","38.4","","29.9","","30.7","","31.7","","30.5","","31.1","","30.3","","29.8",""
"52","Romania","3.9","","4.3","","3.6","","4.0","","3.9","","3.4","","3.4","","3.5","","3.4",""
"49","Russian Federation","10.1","","10.3","","10.7","","11.2","","10.8","","10.5","","10.3","","10.1","","9.9",""
"36","Saudi Arabia","11.4","","12.5","","15.3","","15.4","","15.9","","15.7","","16.4","","16.8","","16.3",""
"166","Senegal","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.5","","0.5","","0.5",""
"63","Serbia","4.5","","5.4","","5.1","","5.6","","5.0","","5.1","","4.3","","5.0","","5.1",""
"9","Singapore","10.5","","8.9","","8.6","","8.9","","8.6","","8.5","","8.3","","7.9","","8.0",""
"36","Slovakia","6.8","","6.9","","6.4","","6.1","","5.8","","5.9","","5.4","","5.4","","5.6",""
"24","Slovenia","7.1","","7.7","","7.6","","7.5","","7.2","","6.9","","6.2","","6.2","","6.5",""
"113","South Africa","6.2","","7.8","","7.9","","7.6","","7.8","","7.8","","8.0","","7.4","","7.4",""
"186","South Sudan","..","","..","","..","","..","","0.1","","0.1","","0.1","","0.2","","0.2",""
"25","Spain","6.8","","7.6","","5.6","","5.6","","5.5","","5.0","","5.0","","5.3","","5.1",""
"71","Sri Lanka","0.6","","0.7","","0.6","","0.7","","0.8","","0.7","","0.8","","0.9","","1.0",""
"168","Sudan","0.2","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.5",""
"98","Suriname","3.1","","3.3","","3.2","","3.3","","3.7","","3.6","","3.6","","3.7","","3.4",""
"8","Sweden","5.9","","5.4","","4.9","","4.5","","4.1","","3.9","","3.8","","3.8","","3.9",""
"2","Switzerland","5.9","","6.0","","5.5","","5.0","","5.1","","5.1","","4.6","","4.5","","4.5",""
"154","Syrian Arab Republic","2.3","","2.9","","2.6","","2.5","","2.0","","1.6","","1.5","","1.4","","1.5",""
"125","Tajikistan","0.3","","0.3","","0.3","","0.3","","0.4","","0.4","","0.5","","0.5","","0.6",""
"159","Tanzania (United Republic of)","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"77","Thailand","2.4","","3.1","","3.3","","3.3","","3.5","","3.6","","3.6","","3.6","","3.5",""
"167","Togo","0.2","","0.2","","0.3","","0.3","","0.2","","0.2","","0.2","","0.3","","0.3",""
"63","Trinidad and Tobago","8.0","","13.5","","16.8","","16.6","","16.4","","17.0","","17.1","","15.8","","15.3",""
"91","Tunisia","1.8","","1.9","","2.2","","2.1","","2.2","","2.2","","2.3","","2.3","","2.2",""
"59","Turkey","3.2","","3.2","","3.7","","3.9","","4.0","","3.8","","4.0","","4.1","","4.2",""
"108","Turkmenistan","8.1","","10.1","","11.2","","11.9","","12.2","","12.2","","12.3","","12.4","","12.2",""
"88","Ukraine","6.0","","6.2","","5.8","","6.1","","6.0","","5.9","","5.2","","4.2","","4.4",""
"35","United Arab Emirates","25.5","","24.2","","18.1","","17.7","","18.4","","19.2","","19.1","","20.1","","20.5",""
"15","United Kingdom","8.8","","8.8","","7.5","","6.9","","7.2","","6.9","","6.2","","6.0","","5.6",""
"15","United States","20.3","","19.3","","17.3","","16.5","","15.6","","15.9","","15.8","","15.3","","15.0",""
"57","Uruguay","1.5","","1.6","","1.8","","2.1","","2.4","","2.1","","1.8","","1.9","","1.8",""
"108","Uzbekistan","4.6","","4.1","","3.4","","3.7","","3.7","","3.2","","3.2","","2.9","","2.7",""
"96","Venezuela (Bolivarian Republic of)","4.8","","5.2","","6.0","","5.0","","5.6","","5.1","","5.0","","4.7","","4.3",""
"118","Viet Nam","0.6","","0.9","","1.4","","1.4","","1.4","","1.4","","1.6","","1.8","","2.0",""
"177","Yemen","0.8","","0.9","","1.0","","0.8","","0.7","","1.0","","0.9","","0.4","","0.3",""
"143","Zambia","0.2","","0.2","","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2",""
"150","Zimbabwe","1.1","","0.9","","0.7","","0.9","","0.9","","0.9","","0.8","","0.9","","0.7",""
"170","Afghanistan","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"36","Andorra","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"74","Antigua and Barbuda","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"185","Burundi","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"182","Burkina Faso","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"60","Bahamas","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"103","Belize","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"56","Barbados","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"134","Bhutan","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"188","Central African Republic","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"156","Comoros","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"126","Cabo Verde","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"171","Djibouti","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"98","Dominica","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"98","Fiji","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"135","Micronesia (Federated States of)","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"174","Guinea","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"174","Gambia","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"178","Guinea-Bissau","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"144","Equatorial Guinea","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"78","Grenada","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"123","Guyana","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"132","Kiribati","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"73","Saint Kitts and Nevis","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"140","Lao People's Democratic Republic","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"176","Liberia","..","","..","","..","","..","","..","","..","","..","","..","","..",""
