"Renewable energy consumption (% of total final energy consumption)"
"HDI Rank (2018)","Country","2011",""
"170","Afghanistan","11.5",""
"69","Albania","36",""
"82","Algeria","0.2",""
"36","Andorra","19",""
"149","Angola","52.7",""
"74","Antigua and Barbuda","0",""
"48","Argentina","10.1",""
"81","Armenia","8",""
"6","Australia","8.3",""
"20","Austria","31",""
"87","Azerbaijan","3.6",""
"60","Bahamas","1.4",""
"45","Bahrain","0",""
"135","Bangladesh","39.4",""
"56","Barbados","4.6",""
"50","Belarus","7.4",""
"17","Belgium","6.6",""
"103","Belize","31",""
"163","Benin","49.5",""
"134","Bhutan","89.6",""
"114","Bolivia (Plurinational State of)","19.3",""
"75","Bosnia and Herzegovina","14.2",""
"94","Botswana","30",""
"79","Brazil","45.5",""
"43","Brunei Darussalam","0",""
"52","Bulgaria","13.3",""
"182","Burkina Faso","80.6",""
"185","Burundi","96.6",""
"126","Cabo Verde","21.6",""
"146","Cambodia","68.2",""
"150","Cameroon","78.4",""
"13","Canada","22",""
"188","Central African Republic","78.8",""
"187","Chad","90.6",""
"42","Chile","28.8",""
"85","China","11.7",""
"79","Colombia","26.8",""
"156","Comoros","47.8",""
"138","Congo","64.9",""
"179","Congo (Democratic Republic of the)","96.2",""
"68","Costa Rica","40.5",""
"46","Croatia","27.2",""
"72","Cuba","16.7",""
"31","Cyprus","7.4",""
"26","Czechia","12.1",""
"165","Côte d'Ivoire","78.9",""
"11","Denmark","23.9",""
"171","Djibouti","34.4",""
"98","Dominica","11.5",""
"89","Dominican Republic","17.2",""
"85","Ecuador","13.3",""
"116","Egypt","5.6",""
"124","El Salvador","30.3",""
"144","Equatorial Guinea","5.6",""
"182","Eritrea","80.8",""
"30","Estonia","25",""
"138","Eswatini (Kingdom of)","61.3",""
"173","Ethiopia","94",""
"98","Fiji","33.9",""
"12","Finland","35.3",""
"26","France","10.9",""
"115","Gabon","79.8",""
"174","Gambia","54.2",""
"70","Georgia","31.5",""
"4","Germany","11.4",""
"142","Ghana","48",""
"32","Greece","11.1",""
"78","Grenada","11.2",""
"126","Guatemala","66.4",""
"174","Guinea","74.7",""
"178","Guinea-Bissau","87.7",""
"123","Guyana","36.3",""
"169","Haiti","79",""
"132","Honduras","52",""
"4","Hong Kong, China (SAR)","1.1",""
"43","Hungary","14.7",""
"6","Iceland","76.5",""
"129","India","38.9",""
