Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
 Kazakhstan,13745.3,12247.4,11646.1,10624.0,9395.7,8763.6,8916.5,9183.6,9171.4,9349.7,9993.5,11522.0,12765.1,13734.7,14758.7,15396.2,16317.2,17274.6,16889.4,17769.2,17976.3,18264.1,19217.2,21069.0,21752.9,23136.9,22005.1,22157.9,22171.8,22857.5
 Kenya,3096.3,3025.3,2911.3,2770.8,2784.6,2867.2,2948.4,2894.2,2917.8,2891.9,2839.5,2865.0,2809.0,2809.0,2879.8,2990.9,3090.6,3206.7,3137.4,3152.1,3317.2,3439.4,3485.8,3572.7,3657.9,3776.4,3894.6,3968.9,4134.9,4243.6
 Kiribati,2383.5,2328.6,2219.4,2120.4,2172.4,2319.6,1961.3,2474.2,2856.1,2694.0,2656.1,2647.1,2618.4,2398.5,2336.6,2980.7,2882.7,2925.2,2856.2,2641.4,2730.3,2600.0,2923.8,3265.7,3713.7,4494.5,4007.3,4287.1,4229.4,4259.7
 Korea (Republic of),12654.8,13880.5,14583.3,15428.5,16667.1,18063.2,19308.3,20267.6,18927.9,21000.4,22825.3,23749.4,25517.9,26191.6,27494.7,28464.2,29933.5,31522.1,32315.9,32347.3,34480.2,35636.2,36449.3,37288.2,38184.9,38989.8,40002.2,41168.2,42001.8,43043.7
 Kuwait,43412.0,27931.9,45912.4,60266.7,67644.1,75429.0,75430.2,76217.2,74972.2,65898.8,66285.0,62553.9,60488.7,69028.6,77058.1,83098.9,86993.2,85740.2,80204.0,69677.7,65119.1,67051.0,68823.6,66177.1,63973.8,62106.0,62891.6,59255.4,59333.5,58590.1
 Kyrgyzstan,5142.1,4678.5,3991.4,3361.2,2628.3,2453.1,2603.3,2776.0,2766.7,2782.3,2888.3,3086.6,3069.6,3262.0,3396.5,3394.2,3533.3,3813.7,3978.5,4053.9,3889.7,3867.1,4160.4,4379.8,4540.3,4632.8,4659.2,4803.2,4979.5,4864.4
 Lao People's Democratic Republic,1944.0,1971.6,2025.2,2088.7,2192.7,2297.2,2402.7,2466.5,2506.1,2677.9,2715.1,2831.5,2987.4,3062.3,3279.2,3507.6,3310.6,3931.6,4114.6,4435.0,4548.0,4794.3,5161.4,5527.6,5920.1,6252.6,6596.7,6874.8,7192.1,7413.3
 Latvia,18331.8,16502.0,10716.6,9238.0,9430.0,9562.9,9908.1,10910.5,11705.4,11944.5,12840.5,13886.7,15029.3,16351.1,17631.0,19940.7,22189.6,24469.8,24326.2,22994.6,21166.8,22657.8,23747.0,24679.0,25366.2,26342.0,27139.2,28358.6,29410.1,30282.4
 Lebanon,9196.8,10999.5,12403.6,12823.4,13382.8,13844.9,14885.0,14728.2,14956.8,14715.6,14641.5,14304.1,13498.6,11548.6,13723.0,14138.8,14401.7,16064.8,17276.7,18471.0,19249.4,18627.8,17961.8,17433.3,16792.5,16118.9,15830.7,15942.2,15519.4,14654.5
 Lesotho,2483.8,2377.1,2361.6,2358.7,2317.1,2313.0,2381.8,2484.1,2853.3,2852.5,2782.0,2748.5,2784.6,2900.4,2889.5,2773.3,2789.9,2827.0,2964.7,2894.4,2981.4,3008.4,3074.2,3118.4,3125.6,3077.2,3207.0,3150.4,3119.0,3150.6
 Liberia,1753.0,1530.0,1012.3,687.1,534.9,497.5,527.9,1011.4,1223.1,1177.7,1533.2,1474.2,1466.8,990.2,1102.6,1128.0,1174.8,1253.3,1287.9,1273.1,1293.0,1387.8,1404.7,1489.1,1461.5,1442.4,1383.4,1375.9,1319.4,1258.4
 Libya,68259.2,77069.5,73264.5,68987.3,68864.2,66021.4,66251.1,68645.7,65329.2,64636.8,64986.9,64414.7,62949.0,70500.7,70489.3,76657.1,82425.6,84980.7,95663.7,93880.9,96020.5,36967.6,80487.1,38997.7,18899.0,10052.0,8309.3,13686.0,15526.3,15687.7
 Liechtenstein,62153.4,62470.0,63861.2,65689.8,69159.5,72146.5,75977.0,80232.8,85172.8,91213.4,94254.4,84904.4,81694.5,76989.7,76099.5,81769.0,90726.9,100595.6,97576.9,82811.3,86670.4,77214.7,68374.2,90116.3,92963.5,94259.2,111841.3,126079.4,130748.3,131031.6
 Lithuania,18130.0,17119.6,13530.6,11380.0,10319.2,10682.0,11205.0,12109.5,13058.6,12986.1,13670.7,14747.5,15923.5,17503.4,18935.6,20859.3,22641.7,24982.5,25980.5,23589.1,23849.7,25279.4,26553.2,28038.7,29572.8,29705.1,30822.3,32560.8,34264.1,35798.7
 Luxembourg,70537.8,76220.1,75883.2,77210.7,76542.3,78969.2,79072.8,85513.5,86069.0,89426.4,93991.1,97657.0,91408.4,84368.0,97398.0,99777.7,91296.8,107701.0,101376.6,73925.7,79133.4,75665.5,73926.2,71840.5,72042.1,72407.2,72258.9,72746.0,72475.7,72711.7
 Madagascar,1781.2,1608.5,1596.0,1584.9,1526.5,1506.1,1506.0,1517.1,1530.9,1558.5,1583.3,1630.0,1385.4,1476.3,1513.4,1529.1,1561.7,1627.5,1689.5,1571.3,1532.1,1515.8,1496.3,1486.2,1505.5,1494.6,1507.4,1541.2,1569.2,1596.3
 Malawi,1404.7,1508.5,1307.8,1437.7,1332.5,1287.5,1027.8,1479.5,1443.5,1431.1,1421.7,1309.5,725.9,748.9,770.1,776.7,792.2,848.0,887.7,929.3,959.0,978.3,960.1,975.0,1004.9,995.7,1025.5,1012.3,1018.0,1034.7
 Malaysia,9928.4,10513.9,11125.5,11975.8,12756.9,13659.2,14640.4,15214.4,13710.9,13978.1,14700.3,14605.8,15178.3,15898.4,16662.2,17324.9,18210.7,19134.3,19467.4,19045.3,19881.1,20777.2,21306.9,22093.1,23113.0,24118.3,24846.0,25897.3,26557.4,27534.1
 Maldives,7481.5,7822.9,8083.1,8356.4,8696.7,9110.1,10009.5,10723.9,11037.7,11635.4,12064.4,11265.1,11936.2,13054.1,13564.1,11750.9,14384.6,14977.5,16016.8,14487.0,15050.1,15674.7,15372.5,15773.3,16183.0,15922.4,16191.8,16564.4,17043.1,17416.8
 Mali,1409.5,1549.2,1460.7,1472.6,1470.9,1435.9,1497.1,1526.4,1602.1,1657.4,1615.2,1742.1,1719.2,1870.8,1841.7,1901.0,1914.1,1917.8,1952.9,1948.0,2000.5,2008.0,1928.6,1929.1,2020.2,2091.9,2136.4,2175.0,2224.4,2268.8
 Malta,20377.2,21208.6,21741.0,22325.0,22971.8,24026.0,24561.2,25639.2,26215.7,27902.1,28497.4,29320.7,29502.1,28651.0,28545.7,28456.6,28773.8,29956.4,30969.6,28675.2,30018.8,30931.3,31252.8,32198.0,34498.3,36783.6,36811.9,37831.6,39434.1,39554.5
 Marshall Islands,4085.6,3993.5,4205.6,4405.7,4629.0,4985.2,4464.8,4232.2,4263.1,4272.7,4507.4,4674.2,4598.5,4474.3,4429.9,4503.1,4396.5,4490.3,4159.8,4170.3,4329.3,4294.3,4041.3,4278.7,4402.8,4781.4,4776.6,4857.3,4949.9,5039.0
 Mauritania,4473.6,4483.7,4460.2,4576.7,4315.9,4621.9,4965.1,4633.8,4663.8,4720.5,4389.7,4142.9,4268.2,4430.0,4507.1,4734.6,5232.8,5009.3,4897.3,4834.5,4701.8,4686.3,4727.9,4792.3,4816.3,4985.9,4955.6,5004.6,5014.9,5134.6
 Mauritius,8046.3,8397.5,8839.7,9158.6,9333.0,9669.4,10053.3,10553.1,11053.0,11226.4,12032.0,12414.8,12526.3,13071.8,13592.0,13764.6,14489.3,15541.1,16146.7,16463.1,16926.7,17424.3,18864.8,20119.7,20828.5,21650.6,22407.0,23536.2,24407.7,25266.2
 Mexico,14499.7,14916.6,15181.4,15248.5,15716.3,14286.7,15067.3,15982.6,16554.6,16822.1,17401.9,17142.0,16923.8,16930.8,17391.8,17428.3,18059.0,18171.6,18158.8,16899.9,17601.1,17917.9,18259.2,18086.9,18467.6,18817.5,19101.4,19300.2,19476.3,19159.8
 Micronesia (Federated States of),3577.5,3638.9,3570.4,3599.2,3537.8,3663.3,3512.3,3184.1,3259.2,3396.4,3563.9,3613.2,3628.3,3691.1,3643.2,3753.4,3769.4,3755.7,3658.0,3836.2,3832.0,3921.1,3862.9,3778.8,3640.6,4147.7,4047.5,3973.8,3940.5,3982.7
 Moldova (Republic of),14171.1,11667.8,8200.9,8136.4,5644.6,5618.8,5520.4,5596.9,5213.8,5046.7,5143.6,5719.8,6344.9,6923.7,7579.2,8155.9,8428.6,8535.0,9240.7,8403.8,9147.8,9659.1,9835.1,10735.2,11203.5,10956.8,11540.6,12323.3,12970.9,13663.6
 Mongolia,4621.6,4407.8,4019.9,3721.8,3903.3,4226.8,4288.3,4422.5,4591.9,4667.7,4562.8,4611.6,4831.1,5078.4,5744.6,5886.2,6358.4,6841.8,7284.5,6992.3,6947.8,7964.7,8805.2,9882.2,10180.5,10230.9,10121.8,9719.1,10763.1,10838.7
 Montenegro,4165.75,4151.9,3889.65,3684.0,3945.9,3962.45,4208.9,4214.5,4430.0,4465.6,4424.95,4581.4004,4741.5,4979.5,5409.7,5547.5,15396.9,16356.0,17569.1,16282.9,16545.2,17328.6,17006.4,17643.7,17818.2,18594.3,18865.3,20034.7,20846.7,21399.2
 Morocco,3709.9,3896.0,3759.4,3646.2,3988.5,3698.1,4129.5,4006.5,4268.1,4263.5,4287.1,4551.2,4651.9,4880.6,5074.8,5208.8,5532.1,5671.6,5944.8,6048.0,6199.4,6418.6,6496.6,6742.1,6757.6,6995.1,6972.5,7170.8,7280.9,7368.4
 Mozambique,458.5,470.8,419.8,448.4,457.7,459.1,497.2,540.0,582.0,643.6,616.8,672.6,663.1,740.9,766.1,791.1,819.2,867.4,910.2,969.7,998.0,1061.1,1116.8,1163.4,1205.3,1240.7,1248.1,1245.4,1264.7,1250.4
 Myanmar,642.3,628.4,681.5,714.0,758.9,801.8,843.8,880.1,883.6,968.2,1088.6,1199.1,1329.9,1500.0,1688.9,1903.0,2136.5,2377.3,2604.9,2861.2,3127.1,3276.8,3340.2,3623.8,3843.2,4137.0,4363.2,4605.0,4851.5,4960.5
 Namibia,5960.6,6355.9,6478.9,6252.2,6198.3,6434.2,6384.8,6505.1,6628.0,6564.0,6878.3,6799.8,7126.2,7537.2,8051.4,7924.1,8405.1,8460.3,8539.5,8389.0,8574.5,8949.5,9105.1,9818.5,10168.8,10481.8,10071.1,9866.2,9618.0,9356.7
 Nauru,18985.8,14966.8,12195.8,9987.9,9395.3,8563.4,7491.9,6831.9,6134.4,5707.1,5482.2,5016.1,4622.6,4987.1,4169.8,4479.5,2682.0,3419.2,6273.5,5043.8,5765.2,6244.5,7026.3,9262.6,12242.8,12953.1,14342.0,14953.7,16080.3,16237.5
 Nepal,1372.3,1420.8,1440.1,1456.2,1535.5,1553.3,1586.1,1636.7,1655.8,1716.4,1793.4,1871.3,1835.3,1880.6,1939.1,1992.8,2043.8,2093.5,2196.6,2282.5,2371.9,2445.3,2573.7,2686.2,2874.5,2956.9,2945.5,3135.2,3275.8,3456.7
 Netherlands,36547.6,37267.9,37506.8,37930.1,39023.5,40290.5,41567.3,42854.8,44008.8,46685.7,48502.3,48157.4,48053.3,48547.9,49093.4,49006.2,51740.0,53134.2,52566.2,51337.3,52431.3,53576.6,52992.2,52583.0,52303.6,53264.0,53300.4,55765.2,57013.8,57707.1
 New Zealand,26183.1,24076.1,24145.4,25208.7,26250.6,27238.1,27464.6,28058.6,28417.9,29423.0,30181.7,31210.6,32121.1,32991.5,33509.5,33953.2,34424.7,34925.7,34258.7,34963.9,34779.7,35476.8,36226.6,36937.4,37668.1,38586.6,39201.9,39331.6,40558.7,40798.7
 Nicaragua,3012.2,2943.2,2946.1,2818.7,2817.2,3046.7,3242.4,3371.9,3519.0,3707.9,3808.1,3840.1,3839.5,3894.1,4065.9,4225.8,4308.7,4491.0,4581.7,4344.2,4486.5,4709.6,4939.6,5117.0,5307.9,5479.4,5654.8,5845.3,5564.9,5283.7
 Niger,1085.0,1073.2,1032.5,1016.1,996.9,987.2,966.2,945.7,1006.8,972.0,927.9,959.7,966.5,955.7,928.3,959.4,980.4,973.2,1007.4,985.7,1027.5,1011.6,1066.6,1078.7,1110.3,1112.7,1131.4,1142.8,1178.5,1200.9
 Nigeria,3108.7,3043.9,3066.7,2884.2,2813.3,2776.3,2825.9,2847.7,2838.9,2836.4,2739.2,2896.4,3230.0,3340.6,3567.7,3675.1,4025.7,4063.2,4238.1,4433.8,4635.6,4758.8,4848.2,5045.0,5311.2,5356.4,5160.5,5031.6,4928.9,4910.2
 North Macedonia,11202.1,10582.1,9719.2,9060.3,8972.1,8900.6,8959.1,9025.3,9274.0,9578.5,9946.1,9709.3,9786.8,9974.4,10483.6,10837.0,11533.9,11741.3,12825.6,12830.4,13160.3,13410.3,13282.8,13627.6,14177.8,14509.1,14759.9,14913.9,15279.1,15864.6
 Norway,40543.7,41477.8,43131.2,44035.4,46237.0,48089.0,50273.3,52678.0,53720.7,54542.9,55612.9,57249.3,57874.6,58221.7,59951.5,61665.4,62009.1,62958.7,62365.7,61161.6,61155.7,60902.2,61660.1,61707.2,63555.5,64682.5,64776.5,65732.5,66180.4,66494.3
 Oman,26521.6,26925.3,27549.2,28306.6,27959.0,28833.0,29078.0,30822.8,31086.9,30943.2,32755.2,33909.2,32582.8,31474.8,31280.1,30748.5,29351.3,32208.9,32794.2,33031.6,33451.9,29715.5,30385.5,30158.9,28540.6,29398.6,29257.4,27885.4,26592.8,25944.1
 Pakistan,3049.2,3050.4,3153.1,3112.0,3124.8,3206.1,3230.2,3155.2,3140.0,3168.0,3208.3,3238.3,3297.1,3489.0,3635.9,3780.0,3908.3,3999.8,3985.1,4033.1,4054.3,4103.5,4181.6,4275.1,4402.8,4534.3,4691.3,4821.1,4991.7,5005.0
 Palau,13236.8,14330.5,13055.4,11581.5,12050.7,13270.9,13682.7,13439.0,13008.8,12789.5,13393.1,13490.8,13840.0,14016.5,14289.8,17157.6,17060.1,17979.6,17149.5,16159.1,16421.5,17431.0,17725.1,17310.5,17949.0,20026.8,20057.6,18770.1,19028.7,19317.0
" Palestine, State of",4266.9,3891.4,4651.2,4908.4,4509.6,4643.2,4453.0,4938.8,5678.2,5988.1,5110.5,4361.7,3664.1,4071.6,4336.4,4767.5,4521.5,4745.7,4911.1,5068.2,5309.9,5848.0,6101.9,6169.0,6140.4,6321.0,6506.9,6545.4,6581.9,6417.4
 Panama,10409.5,10844.1,11639.8,12295.5,12544.3,12274.0,12584.0,12969.0,13603.9,13688.7,14011.8,13743.4,14244.7,14096.9,14670.6,15164.2,16179.6,18084.8,19499.1,19496.9,19719.3,22139.1,23561.0,24840.8,24975.2,26606.7,27195.0,28614.4,29172.9,29557.7
 Papua New Guinea,2289.0,2463.3,2757.6,3287.7,3962.1,3681.9,3785.0,3463.8,3537.8,3530.5,3368.3,3298.4,3310.9,3397.2,3094.9,3126.0,3034.9,3370.2,3351.0,3500.1,3660.8,3696.2,3792.5,3873.8,4325.3,4512.3,4414.5,4267.4,4152.4,4301.1
 Paraguay,8210.0,8130.7,7978.7,8118.2,8184.8,8358.1,8797.8,8671.4,8477.5,8168.0,7477.6,7370.0,7398.0,6980.9,7311.9,7428.4,7965.1,8674.6,9220.5,9035.0,9904.6,10323.5,10044.4,10777.2,11188.3,11371.1,11668.0,12204.5,12419.8,12223.9
 Peru,4943.4,5137.2,4990.1,5133.4,5629.3,5912.6,6041.5,6334.5,6260.7,6251.1,6297.8,6293.0,6529.8,6672.8,6813.8,7094.6,7385.4,7970.5,8722.2,8806.4,9317.3,9796.9,10448.9,11112.6,11339.1,11705.7,11899.5,11931.1,12155.2,12252.3
 Philippines,4157.3,4081.1,4058.9,4069.5,4198.3,4305.0,4486.9,4690.0,4937.0,4963.7,4895.6,4939.3,5012.0,5154.1,5374.1,5556.4,5719.6,5976.1,6149.8,6268.0,6600.8,6697.5,7055.4,7458.8,7789.3,8143.5,8564.2,9016.7,9414.4,9777.8
 Poland,11136.6,10124.3,10239.3,10667.3,11566.7,12276.2,13108.5,13941.5,14584.4,15275.4,16168.2,16390.9,16698.4,17203.3,17729.1,18633.4,19717.7,20907.4,22052.1,22437.3,23212.0,24371.8,24800.6,25184.5,25931.2,26926.3,27546.2,28933.0,30460.0,31622.6
 Portugal,23522.9,24656.4,25054.4,24533.0,24634.8,25750.1,26502.8,27355.5,28482.6,29418.1,29948.7,30286.4,30408.8,30163.7,30553.5,30714.6,30690.9,31386.5,31299.6,30276.3,30844.8,30851.1,29497.1,29686.7,29868.8,30324.3,31110.3,32309.5,33175.8,33966.8
 Qatar,61323.8,58878.6,64491.0,62864.2,63056.7,63764.6,63051.2,80186.7,86362.0,86922.7,89459.3,87708.5,89632.2,90011.1,93493.3,83153.2,93845.8,92835.0,91691.6,87025.8,91652.2,95725.5,94312.3,93902.5,93662.6,95634.1,95516.8,94819.6,94265.2,92418.2
 Romania,13249.7,11676.4,10714.1,10873.9,11327.0,12034.6,12521.3,11939.1,11686.6,11657.2,12024.5,12837.9,13761.8,14001.0,15254.0,16259.4,17577.8,19112.7,21487.8,20684.2,20014.0,20494.9,20907.8,21787.7,22867.0,23705.2,24907.5,26805.5,28021.2,29497.2
 Russian Federation,21513.6,20351.5,17229.9,15761.6,13867.6,13247.1,12698.1,12808.0,11901.6,12748.2,14228.8,15224.6,15935.3,16977.9,18422.7,19601.5,21147.9,23152.0,24193.9,22270.0,23256.4,24231.1,25130.6,25413.0,25204.8,24846.7,24874.3,25311.2,25961.9,26157.0
 Rwanda,933.3,935.0,1047.0,1027.2,540.4,749.0,810.0,864.3,867.0,841.4,859.7,895.1,991.7,993.6,1052.8,1136.7,1215.3,1281.2,1383.8,1431.6,1496.8,1573.8,1661.6,1689.8,1742.0,1845.6,1903.5,1909.4,2020.9,2155.3
 Saint Kitts and Nevis,15140.7,14592.4,14871.4,15658.7,16319.0,17214.4,17746.3,18640.0,18030.5,18361.6,20025.0,20741.4,20682.5,19347.8,20206.1,22084.9,22883.8,22928.3,24119.2,22929.3,22727.0,22988.4,22441.1,23531.1,24690.2,24722.2,25218.4,24086.6,24603.6,25037.5
 Saint Lucia,8371.6,8261.8,8844.7,8668.5,8749.6,8678.1,9170.5,8983.8,9465.2,9710.6,9593.8,8912.4,9122.0,9317.9,9744.6,9576.4,11049.3,11467.2,11961.7,11774.4,11434.6,11831.7,11408.4,12952.6,12267.3,12921.4,13550.6,14139.7,14438.4,14615.6
 Saint Vincent and the Grenadines,6309.6,6308.6,6749.9,6957.6,6690.1,7244.8,7394.6,7559.0,7897.8,8170.6,8317.1,8544.9,9065.0,9610.0,9932.5,10202.9,11125.7,11622.8,11812.1,11737.5,11362.6,11295.2,11598.6,11857.7,11948.5,11886.9,12078.1,12158.0,12377.8,12377.7
 Samoa,5938.9,5697.9,5433.8,5682.2,3701.0,3931.3,4370.1,4379.7,4477.6,4589.6,4880.9,5271.8,5009.7,5243.9,5467.6,5662.9,5653.7,5992.4,5955.9,5916.0,6062.7,5969.9,5703.1,5693.9,5780.7,6237.2,6409.4,6287.7,6127.0,6308.7
 Sao Tome and Principe,2494.8,2409.6,2375.4,2342.0,2362.9,2340.4,2381.4,2352.8,2342.7,2427.2,2434.4,2581.2,2590.5,2759.8,2794.2,2940.1,3270.9,3309.7,3182.3,3258.2,3338.1,3403.4,3355.1,3542.6,3713.0,3702.7,3824.1,3904.2,3933.1,3952.1
 Saudi Arabia,43005.7,47014.6,47054.2,45530.9,44036.6,43542.2,43112.4,42726.0,43524.1,41207.5,42183.1,40741.5,38447.7,41423.6,43532.2,44734.8,44807.1,44629.1,46324.4,44059.2,44723.3,47851.9,48932.2,48893.8,49391.7,50125.5,49683.1,48044.1,48093.9,47495.4
 Senegal,2239.1,2227.2,2210.2,2154.6,2095.7,2154.8,2171.4,2183.0,2266.0,2341.0,2356.4,2412.9,2363.6,2470.3,2555.8,2633.2,2636.0,2694.3,2735.9,2697.7,2721.3,2669.0,2726.3,2724.2,2816.8,2903.3,2987.6,3114.3,3230.3,3309.4
 Serbia,17296.3,15143.2,10771.7,7422.0,7563.3,7975.2,8192.0,8844.6,9138.1,8280.7,8871.0,9502.1,10072.2,10514.9,11465.4,12100.3,12749.5,13530.1,14252.5,14071.8,14154.7,14554.7,14369.6,14751.4,14593.5,14797.7,15231.0,15449.9,16471.9,17191.7
 Seychelles,14269.1,14588.4,15647.2,16228.6,15931.5,15034.2,15700.5,17527.7,18339.1,18223.7,18239.5,18242.7,16550.6,16347.4,17281.0,18503.9,20054.8,20158.6,19318.4,18471.4,20124.4,20837.2,22278.3,23187.4,23470.9,24103.4,24532.8,25224.5,25922.7,26903.2
 Sierra Leone,1773.7,1675.7,1461.2,1555.1,1501.5,1452.2,1119.6,931.3,884.1,810.8,823.8,937.9,1137.0,1192.0,1212.7,1218.6,1234.0,1387.7,1466.7,1494.6,1432.1,1450.8,1712.1,1946.3,1960.7,1533.8,1438.7,1594.3,1614.4,1667.8
 Singapore,37075.9,38240.4,40212.4,42760.4,47085.4,49260.7,50097.4,53898.2,50707.9,52998.1,55808.9,53712.3,54531.0,57451.3,59977.2,63139.3,68950.1,72158.1,69060.9,66008.5,77504.9,78783.0,79513.2,81298.2,85083.2,83499.0,85472.6,87735.8,88099.2,88155.2
 Slovakia,15225.1,12910.4,12015.9,12089.7,12808.9,13694.1,14614.5,15347.3,15944.8,15806.5,16018.1,16670.2,17348.8,17403.2,18536.3,20048.8,21700.3,24054.4,25672.3,24544.3,25508.9,25839.5,26775.0,27194.2,27815.5,28732.9,29476.8,30267.0,31402.9,32113.0
 Slovenia,22041.7,20068.6,18985.1,19559.2,20646.1,21589.8,22258.0,23323.0,24063.1,25360.1,26248.8,27140.4,27871.9,28633.1,29745.5,30971.7,32544.0,34248.6,35285.5,32637.5,33057.6,33266.2,32259.2,31951.7,32939.3,32903.8,34092.9,35987.7,37423.3,38079.5
 Solomon Islands,1956.0,1959.5,2108.0,2092.9,2206.8,2355.7,2327.3,2224.0,2227.9,2140.9,1810.8,1630.8,1525.9,1587.3,1693.8,1854.0,1893.5,1986.7,1831.8,1537.2,1671.1,1714.3,2080.7,2217.5,2224.2,2298.0,2240.1,2225.0,2251.3,2253.3
 South Africa,9975.0,9725.8,9312.6,9212.3,9312.3,9387.4,9582.0,9660.7,9537.2,9617.4,9881.4,9941.2,10238.5,10388.2,10807.2,11233.3,11711.4,12010.3,12251.7,12000.0,12195.4,12346.5,12403.8,12523.4,12549.5,12528.1,12356.6,12322.4,12231.8,12129.2
 South Sudan,18651.2,18831.95,18657.25,18466.75,18541.35,19159.55,19533.25,20059.1,20588.2,21278.75,22232.102,22698.85,23119.4,23455.15,23892.049,24373.951,24964.148,25318.4,1819.6,1772.1,1774.7,1835.5,1005.3,1890.7,1973.9,1818.4,1632.4,1805.7,1856.0,2003.3
 Spain,27327.4,27938.1,28001.9,27721.2,27770.4,28931.7,29484.5,30457.5,31639.2,32940.1,34582.8,35456.5,36000.3,36522.1,36976.9,37514.6,38216.9,38626.5,38229.0,36776.0,36843.8,36305.4,35554.1,35204.6,35907.8,37442.5,38648.9,39566.4,40418.9,40974.5
 Sri Lanka,3857.3,3982.3,4134.3,4383.2,4558.0,4740.1,4881.2,5177.3,5368.5,5557.1,5850.0,5723.1,5918.9,6253.4,6534.8,6872.4,7332.8,7795.9,8104.6,8424.4,9041.2,9746.3,10541.5,10748.6,11181.5,11600.3,11961.2,12250.9,12515.7,12707.4
 Sudan,1576.2,1539.6,1648.9,1728.5,1740.6,1813.0,1925.4,2093.5,2117.7,2101.5,2157.8,2248.7,2332.9,2428.2,2433.3,2550.5,2546.7,2892.3,2935.5,3041.7,2984.7,3417.8,3851.2,3885.8,4020.2,4115.8,4205.6,4203.8,3876.5,3828.7
 Suriname,12347.3,12774.3,11968.5,10091.8,11556.7,11327.8,11474.4,11708.6,12019.8,11537.6,11604.4,10979.5,12276.0,12907.0,13791.7,14382.6,14997.3,15944.1,16465.7,16692.4,16908.3,17046.0,17695.2,18262.5,18338.6,17718.8,15662.7,14335.6,14570.6,14324.4
 Sweden,33934.0,33006.6,31875.7,30803.9,32471.6,33619.4,34159.4,35221.1,37082.2,39334.1,41236.2,41728.3,42596.2,44027.3,45247.9,46719.5,49214.4,50735.6,50334.7,47236.1,49800.4,50666.3,50115.6,50260.7,51019.9,52074.7,52374.3,53591.3,54019.6,54507.8
 Switzerland,58954.8,57892.6,57075.5,56629.6,56307.4,56592.2,56697.4,58758.7,60551.4,61825.2,64637.9,63528.2,62470.5,64446.0,65512.0,68351.4,69795.5,67318.3,63168.7,66543.9,70348.2,67500.2,68040.5,68353.3,68060.4,69427.1,68566.6,67888.1,69243.5,69393.5
 Syrian Arab Republic,2998.3,3226.5,3391.7,3590.2,4096.1,4317.7,4756.9,4888.0,4852.9,5214.1,5719.9,5887.1,5774.0,6031.3,6654.1,7449.3,8127.0,9002.1,10438.0,10147.8,10865.3,12103.5,8037.6,5109.7,3147.1,2525.7,2092.7,3833.0,3507.8,3613.1
 Tajikistan,5388.3,4948.0,3428.1,2783.0,2119.6,1805.9,1428.9,1505.1,1562.3,1592.1,1653.0,1759.3,1857.5,2097.9,2411.2,2497.5,2759.3,2839.9,3272.0,2864.5,3051.6,2924.2,3199.7,3753.2,3684.2,3643.3,3522.6,3614.1,3783.9,3953.6
 Tanzania (United Republic of),1343.4,1332.1,1292.8,1268.4,1252.2,1268.0,1305.9,1313.2,1338.7,1371.3,1396.4,1423.0,1508.0,1555.4,1624.2,1687.2,1779.6,1825.8,1879.4,1924.1,1972.0,2060.7,2099.1,2172.8,2248.1,2310.0,2387.0,2472.8,2531.0,2599.8
 Thailand,7017.6,7510.5,7968.3,8596.4,9188.2,9817.1,10190.5,9749.5,8815.4,9205.0,9628.5,9790.0,10226.9,10815.5,11385.6,11771.3,12378.8,13020.7,13149.6,13007.0,13816.6,14127.2,14753.0,14798.4,15079.2,15468.8,16017.5,16640.1,17202.2,17781.2
 Timor-Leste,2551.9,2745.9,2963.5,3190.4,3304.0,3603.6,3967.0,4273.1,4164.6,2067.6,3076.8,3395.7,3704.7,3042.6,3296.4,3903.3,5421.2,7202.1,10465.4,8148.2,9697.4,11612.5,10209.3,8862.7,7134.1,5752.7,4528.7,4489.0,4379.0,4440.5
 Togo,1316.3,1278.4,1205.5,1000.5,1088.2,1166.2,1252.5,1390.8,1318.5,1295.7,1253.3,1229.0,1252.6,1305.3,1254.6,1166.6,1166.3,1127.1,1149.5,1179.3,1216.4,1344.5,1318.4,1368.7,1418.4,1497.4,1504.6,1518.1,1558.5,1602.3
 Tonga,4218.6,4446.2,4422.5,4563.8,4961.3,5014.0,5019.3,4966.3,5182.4,5333.2,5367.1,5464.2,5717.3,5751.7,5705.6,5680.3,5690.4,5440.6,5493.9,5602.1,5812.8,6069.7,6190.2,6066.6,6067.8,6103.7,6420.4,6421.2,6365.6,6364.6
 Trinidad and Tobago,10445.1,10596.2,10368.6,10249.1,10416.5,10747.6,11490.3,12640.2,13834.4,14884.0,15565.0,16438.6,17812.4,20134.7,22317.6,23162.0,26075.2,26325.7,26452.5,26487.6,27343.6,25328.8,26115.7,27434.3,26870.7,28744.1,26677.6,26502.9,26327.9,26230.7
 Tunisia,5250.2,5276.1,5546.3,5469.7,5554.4,5645.1,5916.5,6186.1,6443.2,6761.6,6943.7,7226.5,7294.4,7663.2,8041.1,8200.5,8634.0,9024.8,9292.5,9549.1,9749.9,9465.7,9789.5,9894.9,10123.3,10189.4,10218.4,10268.5,10422.0,10414.1
