"HDI Rank","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017","","2018","","2019","","2030",""
"Total population (millions)
null
Dimension: Demography
Definition: De facto population in a country, area or region as of 1 July.
Source: UNDESA (2019a). World Population Prospects: The 2019 Revision. Rev 1. New York. https://population.un.org/wpp/. Accessed 30 April 2020."
"82"," North Macedonia","2.0","","2.0","","2.0","","2.1","","2.1","","2.1","","2.1","","2.1","","2.1","","2.1","","2.1","","2.1","","2.1","","2.1","","2.1","a"
"1"," Norway","4.2","y","4.4","y","4.5","y","4.6","y","4.9","y","4.9","y","5.0","y","5.1","y","5.1","y","5.2","y","5.3","y","5.3","y","5.3","y","5.4","y","5.9","a,y"
"60"," Oman","1.8","","2.2","","2.3","","2.5","","3.0","","3.3","","3.5","","3.8","","4.0","","4.3","","4.5","","4.7","","4.8","","5.0","","5.9","a"
"154"," Pakistan","107.6","","123.8","","142.3","","160.3","","179.4","","183.3","","187.3","","191.3","","195.3","","199.4","","203.6","","207.9","","212.2","","216.6","","263.0","a"
"50"," Palau","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","a"
"115"," Palestine, State of","2.1","z","2.6","z","3.2","z","3.6","z","4.1","z","4.2","z","4.2","z","4.3","z","4.4","z","4.5","z","4.6","z","4.7","z","4.9","z","5.0","z","6.3","a,z"
"57"," Panama","2.5","","2.7","","3.0","","3.3","","3.6","","3.7","","3.8","","3.8","","3.9","","4.0","","4.0","","4.1","","4.2","","4.2","","4.9","a"
"155"," Papua New Guinea","4.6","","5.2","","5.8","","6.5","","7.3","","7.5","","7.6","","7.8","","7.9","","8.1","","8.3","","8.4","","8.6","","8.8","","10.7","a"
"103"," Paraguay","4.2","","4.8","","5.3","","5.8","","6.2","","6.3","","6.4","","6.5","","6.6","","6.7","","6.8","","6.9","","7.0","","7.0","","8.0","a"
"79"," Peru","22.1","","24.3","","26.5","","27.9","","29.0","","29.3","","29.5","","29.8","","30.1","","30.5","","30.9","","31.4","","32.0","","32.5","","36.0","a"
"107"," Philippines","61.9","","69.8","","78.0","","86.3","","94.0","","95.6","","97.2","","98.9","","100.5","","102.1","","103.7","","105.2","","106.7","","108.1","","123.7","a"
"35"," Poland","38.0","","38.5","","38.6","","38.4","","38.3","","38.3","","38.2","","38.2","","38.1","","38.0","","38.0","","38.0","","37.9","","37.9","","36.9","a"
"38"," Portugal","9.9","","10.1","","10.3","","10.5","","10.6","","10.6","","10.5","","10.5","","10.4","","10.4","","10.3","","10.3","","10.3","","10.2","","9.9","a"
"45"," Qatar","0.5","","0.5","","0.6","","0.9","","1.9","","2.0","","2.2","","2.3","","2.5","","2.6","","2.7","","2.7","","2.8","","2.8","","3.3","a"
"49"," Romania","23.5","","23.0","","22.1","","21.4","","20.5","","20.3","","20.2","","20.1","","20.0","","19.9","","19.8","","19.7","","19.5","","19.4","","18.3","a"
"52"," Russian Federation","147.5","","148.2","","146.4","","143.7","","143.5","","143.7","","144.0","","144.3","","144.7","","145.0","","145.3","","145.5","","145.7","","145.9","","143.3","a"
"160"," Rwanda","7.3","","5.8","","7.9","","8.8","","10.0","","10.3","","10.6","","10.8","","11.1","","11.4","","11.7","","12.0","","12.3","","12.6","","16.2","a"
"74"," Saint Kitts and Nevis","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","a"
"86"," Saint Lucia","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","a"
"97"," Saint Vincent and the Grenadines","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","a"
"111"," Samoa","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","a"
